Player,Tm,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Kick Returns_Lng,Punt Returns_Ret,Punt Returns_Yds,Punt Returns_Y/R,Punt Returns_TD,Punt Returns_Lng
Mohamed Sanu,NWE,0,0,,0,0,1,1,1.0,0,1
Brandon Bolden,NWE,2,42,21.0,0,22,0,0,,0,0
Darius Phillips,CIN,2,36,18.0,0,21,1,9,9.0,0,9
Alex Erickson,CIN,0,0,,0,0,1,0,0.0,0,0
