Player,Tm,Scoring_XPM,Scoring_XPA,Scoring_FGM,Scoring_FGA,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Lng
Randy Bullock,TEN,4,4,,,0,0,,0
Brett Kern,TEN,,,,,5,217,43.4,57
Matt Gay,LAR,1,1,3,3,0,0,,0
Johnny Hekker,LAR,,,,,4,199,49.8,57
