Player,Tm,Scoring_XPM,Scoring_XPA,Scoring_FGM,Scoring_FGA,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Lng
Jason Sanders,MIA,2,2,1,1,0,0,,0
Michael Palardy,MIA,,,,,4,180,45.0,52
Nick Folk,NWE,1,1,3,3,0,0,,0
Jake Bailey,NWE,,,,,2,99,49.5,62
