Player,Tm,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Kick Returns_Lng,Punt Returns_Ret,Punt Returns_Yds,Punt Returns_Y/R,Punt Returns_TD,Punt Returns_Lng
Rondale Moore,ARI,0,0,,0,0,2,27,13.5,0,27
Jamal Agnew,JAX,1,18,18.0,0,18,1,10,10.0,0,10
