Player,Tm,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Kick Returns_Lng,Punt Returns_Ret,Punt Returns_Yds,Punt Returns_Y/R,Punt Returns_TD,Punt Returns_Lng
Trevor Davis,GNB,3,36,12.0,0,15,2,46,23.0,0,28
Donatello Brown,GNB,0,0,,0,0,1,0,0.0,0,0
Jamal Agnew,DET,0,0,,0,0,3,31,10.3,0,20
Ameer Abdullah,DET,1,25,25.0,0,25,0,0,,0,0
Golden Tate,DET,1,1,1.0,0,1,0,0,,0,0
