Player,Tm,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Kick Returns_Lng,Punt Returns_Ret,Punt Returns_Yds,Punt Returns_Y/R,Punt Returns_TD,Punt Returns_Lng
Michael Campanaro,BAL,1,40,40.0,0,40,1,0,0.0,0,0
Chris Moore,BAL,5,86,17.2,0,20,0,0,,0,0
Eli Rogers,PIT,0,0,,0,0,1,-2,-2.0,0,-2
Martavis Bryant,PIT,5,55,11.0,0,21,0,0,,0,0
Fitzgerald Toussaint,PIT,1,23,23.0,0,23,0,0,,0,0
