Player,Tm,Scoring_XPM,Scoring_XPA,Scoring_FGM,Scoring_FGA,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Lng
Matt Gay,TAM,4,4,2,3,0,0,,0
Bradley Pinion,TAM,,,,,4,161,40.3,45
Jason Myers,SEA,2,3,2,4,0,0,,0
Michael Dickson,SEA,,,,,3,166,55.3,63
