Player,Tm,Scoring_XPM,Scoring_XPA,Scoring_FGM,Scoring_FGA,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Lng
Greg Zuerlein,DAL,2,2,3,4,0,0,,0
Bryan Anger,DAL,,,,,1,51,51.0,51
Nick Folk,NWE,3,3,,,0,0,,0
Jake Bailey,NWE,,,,,4,161,40.3,44
