Player,Tm,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Kick Returns_Lng,Punt Returns_Ret,Punt Returns_Yds,Punt Returns_Y/R,Punt Returns_TD,Punt Returns_Lng
Nick Boyle,BAL,1,14,14.0,0,14,0,0,,0,0
Devin Duvernay,BAL,1,6,6.0,0,6,0,0,,0,0
Patrick Ricard,BAL,1,15,15.0,0,15,0,0,,0,0
