Player,Tm,Scoring_XPM,Scoring_XPA,Scoring_FGM,Scoring_FGA,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Lng
Randy Bullock,CIN,1,1,2,2,0,0,,0
Kevin Huber,CIN,,,,,8,388,48.5,59
Jason Sanders,MIA,5,5,1,2,0,0,,0
Matt Haack,MIA,,,,,6,294,49.0,60
