Player,Tm,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Kick Returns_Lng,Punt Returns_Ret,Punt Returns_Yds,Punt Returns_Y/R,Punt Returns_TD,Punt Returns_Lng
Isaiah McKenzie,IND,1,36,36.0,0,36,3,25,8.3,0,15
Eric Garror,TEN,0,0,,0,0,4,36,9.0,0,15
Tyjae Spears,TEN,2,40,20.0,0,20,0,0,,0,0
