Player,Tm,Scoring_XPM,Scoring_XPA,Scoring_FGM,Scoring_FGA,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Lng
Nick Sciba,PIT,1,1,2,2,0,0,,0
Pressley Harvin III,PIT,,,,,4,180,45.0,55
Jake Elliott,PHI,5,5,,,0,0,,0
Arryn Siposs,PHI,,,,,4,183,45.8,49
