Player,Tm,Scoring_XPM,Scoring_XPA,Scoring_FGM,Scoring_FGA,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Lng
Ryan Succop,TEN,4,4,1,1,0,0,,0
Brett Kern,TEN,,,,,5,244,48.8,65
Adam Vinatieri,IND,2,2,1,4,0,0,,0
Rigoberto Sanchez,IND,,,,,3,148,49.3,51
