Player,Tm,Scoring_XPM,Scoring_XPA,Scoring_FGM,Scoring_FGA,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Lng
Michael Palardy,CAR,,,,,3,159,53.0,56
Joey Slye,CAR,,,2,2,0,0,,0
Chase McLaughlin,IND,5,5,1,1,0,0,,0
Rigoberto Sanchez,IND,,,,,3,140,46.7,53
