Player,Tm,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Kick Returns_Lng,Punt Returns_Ret,Punt Returns_Yds,Punt Returns_Y/R,Punt Returns_TD,Punt Returns_Lng
Robert Woods,TEN,0,0,,0,0,1,0,0.0,0,0
Dax Milne,WAS,2,27,13.5,0,15,5,29,5.8,0,9
Jonathan Williams,WAS,1,19,19.0,0,19,0,0,,0,0
