Player,Tm,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Kick Returns_Lng,Punt Returns_Ret,Punt Returns_Yds,Punt Returns_Y/R,Punt Returns_TD,Punt Returns_Lng
Chester Rogers,IND,0,0,,0,0,1,0,0.0,0,0
Zach Pascal,IND,2,55,27.5,0,29,0,0,,0,0
Adoree' Jackson,TEN,0,0,,0,0,2,10,5.0,0,10
Darius Jennings,TEN,4,89,22.3,0,32,0,0,,0,0
Dane Cruikshank,TEN,1,39,39.0,0,39,0,0,,0,0
