Player,Tm,Scoring_XPM,Scoring_XPA,Scoring_FGM,Scoring_FGA,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Lng
Greg Zuerlein,LAR,4,4,3,4,0,0,,0
Johnny Hekker,LAR,,,,,3,95,31.7,43
Matt Bryant,ATL,1,1,1,2,0,0,,0
Kasey Redfern,ATL,,,,,5,205,41.0,50
