Player,Tm,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Kick Returns_Lng,Punt Returns_Ret,Punt Returns_Yds,Punt Returns_Y/R,Punt Returns_TD,Punt Returns_Lng
Brandon Powell,MIN,0,0,,0,0,1,13,13.0,0,13
Kene Nwangwu,MIN,2,51,25.5,0,28,0,0,,0,0
Kalif Raymond,DET,0,0,,0,0,4,89,22.3,0,42
Craig Reynolds,DET,1,26,26.0,0,26,0,0,,0,0
