Player,Tm,Scoring_XPM,Scoring_XPA,Scoring_FGM,Scoring_FGA,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Lng
Matt Gay,IND,,1,,1,0,0,,0
Rigoberto Sanchez,IND,,,,,4,194,48.5,55
Evan McPherson,CIN,4,4,2,2,0,0,,0
Brad Robbins,CIN,,,,,4,147,36.8,52
