Player,Tm,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Kick Returns_Lng,Punt Returns_Ret,Punt Returns_Yds,Punt Returns_Y/R,Punt Returns_TD,Punt Returns_Lng
Steven Sims,PIT,0,0,,0,0,2,1,0.5,0,1
Avery Williams,ATL,2,45,22.5,0,25,0,0,,0,0
Keith Smith,ATL,1,10,10.0,0,10,0,0,,0,0
