Player,Tm,Scoring_XPM,Scoring_XPA,Scoring_FGM,Scoring_FGA,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Lng
Thomas Morstead,NOR,,,,,4,168,42.0,46
Wil Lutz,NOR,,,2,2,0,0,,0
Chandler Catanzaro,CAR,1,1,,,0,0,,
Michael Palardy,CAR,,,,,6,239,39.8,56
