Player,Tm,Scoring_XPM,Scoring_XPA,Scoring_FGM,Scoring_FGA,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Lng
Cairo Santos,KAN,3,3,1,1,0,0,,
Dustin Colquitt,KAN,,,,,5,249,49.8,63
Younghoe Koo,LAC,1,1,1,1,0,0,,
Drew Kaser,LAC,,,,,5,250,50.0,66
