Player,Tm,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Kick Returns_Lng,Punt Returns_Ret,Punt Returns_Yds,Punt Returns_Y/R,Punt Returns_TD,Punt Returns_Lng
Tarik Cohen,CHI,3,71,23.7,0,39,0,0,,0,0
Sam Acho,CHI,1,3,3.0,0,3,0,0,,0,0
Kenjon Barner,PHI,0,0,,0,0,1,17,17.0,0,17
