Player,Tm,Scoring_XPM,Scoring_XPA,Scoring_FGM,Scoring_FGA,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Lng
Matt Gay,LAR,1,1,2,2,0,0,,0
Riley Dixon,LAR,,,,,9,477,53.0,64
Ryan Succop,TAM,1,1,3,4,0,0,,0
Jake Camarda,TAM,,,,,6,357,59.5,74
