Player,Tm,Scoring_XPM,Scoring_XPA,Scoring_FGM,Scoring_FGA,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Lng
Jake Elliott,PHI,4,4,2,2,0,0,,0
Brett Maher,DAL,4,4,4,4,0,0,,0
Bryan Anger,DAL,,,,,1,57,57.0,57
