Player,Tm,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Kick Returns_Lng,Punt Returns_Ret,Punt Returns_Yds,Punt Returns_Y/R,Punt Returns_TD,Punt Returns_Lng
Tremon Smith,KAN,2,53,26.5,0,34,0,0,,0,0
Jabrill Peppers,CLE,0,0,,0,0,1,1,1.0,0,1
Dontrell Hilliard,CLE,1,16,16.0,0,16,0,0,,0,0
