Player,Tm,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Kick Returns_Lng,Punt Returns_Ret,Punt Returns_Yds,Punt Returns_Y/R,Punt Returns_TD,Punt Returns_Lng
Andre Roberts,NYJ,2,82,41.0,0,59,1,4,4.0,0,4
Darius Jennings,TEN,1,35,35.0,0,35,0,0,,0,0
