Player,Tm,Scoring_XPM,Scoring_XPA,Scoring_FGM,Scoring_FGA,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Lng
Matt Bryant,ATL,4,4,2,2,0,0,,
Matthew Bosher,ATL,,,,,5,245,49.0,57
Cairo Santos,TAM,2,2,2,2,0,0,,
Bryan Anger,TAM,,,,,4,202,50.5,59
