Player,Tm,Scoring_XPM,Scoring_XPA,Scoring_FGM,Scoring_FGA,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Lng
Anders Carlson,GNB,2,2,1,2,0,0,,0
Daniel Whelan,GNB,,,,,3,155,51.7,59
Wil Lutz,DEN,1,1,4,4,0,0,,0
Riley Dixon,DEN,,,,,3,132,44.0,49
