Player,Tm,Scoring_XPM,Scoring_XPA,Scoring_FGM,Scoring_FGA,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Lng
Jack Fox,DET,,,,,4,184,46.0,61
Justin Tucker,BAL,5,5,1,1,0,0,,0
Jordan Stout,BAL,,,,,2,112,56.0,57
