Player,Tm,Scoring_XPM,Scoring_XPA,Scoring_FGM,Scoring_FGA,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Lng
Jack Fox,DET,,,,,4,204,51.0,67
Austin Seibert,DET,,,3,3,0,0,,0
Greg Joseph,MIN,1,1,4,5,0,0,,0
Jordan Berry,MIN,,,,,3,150,50.0,54
