Player,Tm,Scoring_XPM,Scoring_XPA,Scoring_FGM,Scoring_FGA,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Lng
Riley Dixon,DEN,,,,,5,221,44.2,53
Brandon McManus,DEN,,,1,1,1,26,26.0,26
Dustin Hopkins,WAS,3,3,2,2,0,0,,
Tress Way,WAS,,,,,5,247,49.4,64
