Player,Tm,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Kick Returns_Lng,Punt Returns_Ret,Punt Returns_Yds,Punt Returns_Y/R,Punt Returns_TD,Punt Returns_Lng
Jordan Taylor,DEN,0,0,,0,0,2,12,6.0,0,7
Bennie Fowler,DEN,0,0,,0,0,1,6,6.0,0,6
Devontae Booker,DEN,2,26,13.0,0,16,0,0,,0,0
Jamison Crowder,WAS,0,0,,0,0,1,3,3.0,0,3
Niles Paul,WAS,2,29,14.5,0,24,0,0,,0,0
