Player,Tm,Scoring_XPM,Scoring_XPA,Scoring_FGM,Scoring_FGA,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Lng
Brett Maher,DAL,4,4,,,0,0,,0
Bryan Anger,DAL,,,,,5,246,49.2,58
Mason Crosby,GNB,4,4,1,2,0,0,,0
Pat O'Donnell,GNB,,,,,4,160,40.0,42
