Player,Tm,Scoring_XPM,Scoring_XPA,Scoring_FGM,Scoring_FGA,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Lng
Daniel Carlson,LVR,2,2,2,3,0,0,,0
AJ Cole III,LVR,,,,,3,136,45.3,46
Nick Folk,NWE,3,4,3,3,0,0,,0
Jake Bailey,NWE,,,,,2,95,47.5,54
