Player,Tm,Scoring_XPM,Scoring_XPA,Scoring_FGM,Scoring_FGA,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Lng
Matt Prater,ARI,2,3,1,3,0,0,,0
Andy Lee,ARI,,,,,4,165,41.3,48
Jason Myers,SEA,1,1,2,2,0,0,,0
Michael Dickson,SEA,,,,,5,257,51.4,60
