Player,Tm,Scoring_XPM,Scoring_XPA,Scoring_FGM,Scoring_FGA,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Lng
Graham Gano,CAR,,1,1,1,0,0,,
Michael Palardy,CAR,,,,,3,133,44.3,53
Dustin Hopkins,WAS,2,2,3,3,0,0,,
Tress Way,WAS,,,,,4,164,41.0,51
