Player,Tm,Scoring_XPM,Scoring_XPA,Scoring_FGM,Scoring_FGA,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Lng
Brett Maher,DAL,3,3,2,2,0,0,,0
Chris Jones,DAL,,,,,3,124,41.3,50
Matt Prater,DET,3,3,,,0,0,,0
Sam Martin,DET,,,,,6,269,44.8,57
