Player,Tm,Scoring_XPM,Scoring_XPA,Scoring_FGM,Scoring_FGA,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Lng
Kevin Huber,CIN,,,,,7,368,52.6,61
Evan McPherson,CIN,,,3,3,0,0,,0
Brandon McManus,DEN,1,1,1,2,0,0,,0
Sam Martin,DEN,,,,,6,309,51.5,63
