Player,Tm,Scoring_XPM,Scoring_XPA,Scoring_FGM,Scoring_FGA,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Lng
Brett Maher,NOR,2,3,1,1,0,0,,0
Blake Gillikin,NOR,,,,,6,299,49.8,62
Jake Elliott,PHI,4,4,4,4,0,0,,0
Arryn Siposs,PHI,,,,,5,221,44.2,53
