Player,Tm,Scoring_XPM,Scoring_XPA,Scoring_FGM,Scoring_FGA,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Lng
Matt Prater,DET,3,3,2,2,0,0,,
Sam Martin,DET,,,,,4,172,43.0,53
Connor Barth,CHI,3,3,1,2,0,0,,
Pat O'Donnell,CHI,,,,,4,186,46.5,55
