Player,Tm,Scoring_XPM,Scoring_XPA,Scoring_FGM,Scoring_FGA,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Lng
Eddy Pineiro,CAR,1,1,1,1,0,0,,0
Johnny Hekker,CAR,,,,,5,266,53.2,69
Younghoe Koo,ATL,3,3,1,1,0,0,,0
Bradley Pinion,ATL,,,,,7,337,48.1,60
