Player,Tm,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Kick Returns_Lng,Punt Returns_Ret,Punt Returns_Yds,Punt Returns_Y/R,Punt Returns_TD,Punt Returns_Lng
Danny Amendola,NWE,0,0,,0,0,1,0,0.0,0,0
Bernard Reedy,NWE,0,0,,0,0,1,11,11.0,0,11
Rex Burkhead,NWE,1,17,17.0,0,17,0,0,,0,0
Brandon Tate,BUF,3,68,22.7,0,25,0,0,,0,0
