Player,Tm,Scoring_XPM,Scoring_XPA,Scoring_FGM,Scoring_FGA,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Lng
Jason Sanders,MIA,2,2,2,3,0,0,,0
Matt Haack,MIA,,,,,3,126,42.0,50
Aldrick Rosas,NYG,4,5,,,0,0,,0
Riley Dixon,NYG,,,,,5,209,41.8,53
