Player,Tm,Scoring_XPM,Scoring_XPA,Scoring_FGM,Scoring_FGA,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Lng
Mason Crosby,GNB,3,3,1,1,0,0,,0
Corey Bojorquez,GNB,,,,,3,154,51.3,58
Matt Prater,ARI,3,3,,,0,0,,0
Andy Lee,ARI,,,,,3,166,55.3,62
