Player,Tm,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Kick Returns_Lng,Punt Returns_Ret,Punt Returns_Yds,Punt Returns_Y/R,Punt Returns_TD,Punt Returns_Lng
Marcus Sherels,MIN,1,27,27.0,0,27,5,54,10.8,0,29
Mack Brown,MIN,1,17,17.0,0,17,0,0,,0,0
Kaelin Clay,CAR,0,0,,0,0,1,7,7.0,0,7
Damiere Byrd,CAR,2,38,19.0,0,22,0,0,,0,0
David Mayo,CAR,1,12,12.0,0,12,0,0,,0,0
