Player,Tm,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Kick Returns_Lng,Punt Returns_Ret,Punt Returns_Yds,Punt Returns_Y/R,Punt Returns_TD,Punt Returns_Lng
Isaiah McKenzie,IND,0,0,,0,0,3,11,3.7,0,10
Ihmir Smith-Marsette,CAR,0,0,,0,0,3,32,10.7,0,24
Raheem Blackshear,CAR,1,46,46.0,0,46,0,0,,0,0
