Player,Tm,Scoring_XPM,Scoring_XPA,Scoring_FGM,Scoring_FGA,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Lng
Robbie Gould,SFO,2,2,1,1,0,0,,0
Mitch Wishnowsky,SFO,,,,,5,226,45.2,52
Arryn Siposs,PHI,,,,,4,204,51.0,68
Jake Elliott,PHI,,,1,2,0,0,,0
