Player,Tm,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Kick Returns_Lng,Punt Returns_Ret,Punt Returns_Yds,Punt Returns_Y/R,Punt Returns_TD,Punt Returns_Lng
KJ Hamler,DEN,0,0,,0,0,1,-2,-2.0,0,-2
Tyrie Cleveland,DEN,3,77,25.7,0,31,0,0,,0,0
Mecole Hardman,KAN,0,0,,0,0,1,5,5.0,0,5
