Player,Tm,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Kick Returns_Lng,Punt Returns_Ret,Punt Returns_Yds,Punt Returns_Y/R,Punt Returns_TD,Punt Returns_Lng
Andre Roberts,ATL,4,108,27.0,0,31,2,17,8.5,0,12
Adam Humphries,TAM,0,0,,0,0,2,30,15.0,0,19
Jacquizz Rodgers,TAM,2,62,31.0,0,45,0,0,,0,0
