Player,Tm,Scoring_XPM,Scoring_XPA,Scoring_FGM,Scoring_FGA,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Lng
Aldrick Rosas,NYG,2,2,,,0,0,,0
Riley Dixon,NYG,,,,,5,196,39.2,53
Mike Nugent,NWE,5,5,,1,0,0,,0
Jake Bailey,NWE,,,,,3,122,40.7,46
