Player,Tm,Scoring_XPM,Scoring_XPA,Scoring_FGM,Scoring_FGA,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Lng
Cody Parkey,CLE,2,3,,,0,0,,0
Jamie Gillan,CLE,,,,,3,120,40.0,47
Riley Dixon,NYG,,,,,2,69,34.5,35
Graham Gano,NYG,,,2,2,0,0,,0
