Player,Tm,Scoring_XPM,Scoring_XPA,Scoring_FGM,Scoring_FGA,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Lng
Chris Boswell,PIT,1,2,,,0,0,,0
Pressley Harvin III,PIT,,,,,4,160,40.0,55
Matt Gay,IND,3,3,3,5,0,0,,0
Rigoberto Sanchez,IND,,,,,1,57,57.0,57
