Player,Tm,Scoring_XPM,Scoring_XPA,Scoring_FGM,Scoring_FGA,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Lng
Harrison Butker,KAN,,1,3,3,0,0,,0
Tommy Townsend,KAN,,,,,5,221,44.2,55
Michael Badgley,LAC,2,2,2,2,0,0,,0
Ty Long,LAC,,,,,3,131,43.7,61
