Player,Tm,Scoring_XPM,Scoring_XPA,Scoring_FGM,Scoring_FGA,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Lng
Matt Prater,DET,3,3,3,4,0,0,,
Mason Crosby,GNB,2,2,1,2,0,0,,
Justin Vogel,GNB,,,,,3,128,42.7,48
