Player,Tm,Scoring_XPM,Scoring_XPA,Scoring_FGM,Scoring_FGA,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Lng
Harrison Butker,KAN,2,3,2,2,0,0,,0
Dustin Colquitt,KAN,,,,,2,93,46.5,50
Pat O'Donnell,CHI,,,,,3,139,46.3,57
Eddy Pineiro,CHI,,,1,1,0,0,,0
