Player,Tm,Scoring_XPM,Scoring_XPA,Scoring_FGM,Scoring_FGA,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Lng
Ryan Succop,TEN,1,1,2,3,0,0,,
Brett Kern,TEN,,,,,2,103,51.5,54
Michael Badgley,LAC,2,2,2,2,0,0,,
Donnie Jones,LAC,,,,,3,115,38.3,43
