Player,Tm,Scoring_XPM,Scoring_XPA,Scoring_FGM,Scoring_FGA,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Lng
Matt Prater,ARI,3,3,2,2,0,0,,0
Jake Elliott,PHI,4,4,1,1,0,0,,0
Braden Mann,PHI,,,,,2,117,58.5,61
