Player,Tm,Scoring_XPM,Scoring_XPA,Scoring_FGM,Scoring_FGA,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Lng
Matt Gay,IND,4,4,1,1,0,0,,0
Rigoberto Sanchez,IND,,,,,5,220,44.0,51
Ka'imi Fairbairn,HOU,2,2,2,3,0,0,,0
Ty Zentner,HOU,,,,,3,127,42.3,51
