Player,Tm,Scoring_XPM,Scoring_XPA,Scoring_FGM,Scoring_FGA,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Lng
Wil Lutz,NOR,5,5,,,0,0,,0
Thomas Morstead,NOR,,,,,2,66,33.0,38
Matt Prater,DET,3,3,,,0,0,,0
Jack Fox,DET,,,,,4,218,54.5,57
