Player,Tm,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Kick Returns_Lng,Punt Returns_Ret,Punt Returns_Yds,Punt Returns_Y/R,Punt Returns_TD,Punt Returns_Lng
Anthony Miller,CHI,0,0,,0,0,1,6,6.0,0,6
Cordarrelle Patterson,CHI,3,91,30.3,0,40,0,0,,0,0
Brandon Powell,ATL,2,26,13.0,0,14,3,32,10.7,0,14
