Player,Tm,Scoring_XPM,Scoring_XPA,Scoring_FGM,Scoring_FGA,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Lng
Justin Tucker,BAL,1,1,3,3,0,0,,
Sam Koch,BAL,,,,,6,289,48.2,60
Kai Forbath,MIN,,1,6,6,0,0,,
Ryan Quigley,MIN,,,,,2,92,46.0,47
