Player,Tm,Scoring_XPM,Scoring_XPA,Scoring_FGM,Scoring_FGA,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Lng
Jason Sanders,MIA,1,1,2,2,0,0,,0
Jake Bailey,MIA,,,,,3,158,52.7,62
Justin Tucker,BAL,8,8,,,0,0,,0
Jordan Stout,BAL,,,,,2,71,35.5,38
