Player,Tm,Scoring_XPM,Scoring_XPA,Scoring_FGM,Scoring_FGA,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Lng
Harrison Butker,KAN,4,4,4,4,0,0,,
Dustin Colquitt,KAN,,,,,1,51,51.0,51
Stephen Gostkowski,NWE,4,4,5,5,0,0,,
